,type,id,attributes_count,attributes.lineage,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
39,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Cronobacter:turicensis,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Cronobacter:turicensis,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,turicensis,Cronobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACronobacter%253Aturicensis,Enterobacteriaceae,Cronobacter,turicensis,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,1.0,0.0021757104,1.0,0.0059573454
40,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,2594,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,Prevotellaceae,Prevotella,copri,MGYA00005313,69002.0,100.0,20459.0,29.6498652213,20454.0,29.6426190545,20454.0,29.644337517,2730.0,4.0788274492,2748.0,5.9788520952,2594.0,15.4533539855
41,organisms,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,2,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,Bacteria,SBla14,Proteobacteria,Betaproteobacteria,Bacteria,SBla14,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ASBla14,,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,376.0,0.5449117417,2.0,0.0028986347,,,,,,
42,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,699,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,Lachnospiraceae,Blautia,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,8589.0,12.832618667,786.0,1.7101083504,,
43,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Escherichia:blattae,3,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Escherichia:blattae,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,blattae,Escherichia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEscherichia%253Ablattae,Enterobacteriaceae,Escherichia,blattae,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,4.0,0.0087028415,3.0,0.0178720362
44,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus,5,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus,Bacteria,Bacillales,Firmicutes,Bacilli,Bacteria,Bacillus,Bacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus,Bacillaceae,Bacillus,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,393.0,0.5695487087,28.0,0.0405808864,19.0,0.0283874438,15.0,0.0326356555,,
45,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Providencia,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Providencia,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,Providencia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AProvidencia,Enterobacteriaceae,Providencia,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,1.0,0.0021757104,,
46,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Edwardsiella,3,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Edwardsiella,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,Edwardsiella,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEdwardsiella,Enterobacteriaceae,Edwardsiella,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,3.0,0.0065271311,,
47,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia:symbiotica,184,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia:symbiotica,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,symbiotica,Serratia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASerratia%253Asymbiotica,Enterobacteriaceae,Serratia,symbiotica,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,1429.0,3.1090901179,184.0,1.0961515549
48,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,5,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacteria,Bacillales,Firmicutes,Bacilli,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,Staphylococcaceae,Staphylococcus,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,393.0,0.5695487087,28.0,0.0405808864,6.0,0.0089644559,6.0,0.0130542622,,
49,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Aeromonadales:Aeromonadaceae,794,Bacteria:Proteobacteria:Gammaproteobacteria:Aeromonadales:Aeromonadaceae,Bacteria,Aeromonadales,Proteobacteria,Gammaproteobacteria,Bacteria,Aeromonadaceae,Aeromonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAeromonadales%253AAeromonadaceae,Aeromonadaceae,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,833.0,1.2072813705,794.0,1.186296335,,,,
50,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Raoultella:terrigena,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Raoultella:terrigena,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,terrigena,Raoultella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ARaoultella%253Aterrigena,Enterobacteriaceae,Raoultella,terrigena,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,1.0,0.0021757104,1.0,0.0059573454
51,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,1923,Bacteria:Firmicutes:Clostridia:Clostridiales,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,,,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,,,,,,
52,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Yersinia,4,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Yersinia,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,Yersinia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AYersinia,Enterobacteriaceae,Yersinia,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,4.0,0.0087028415,,
53,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:HTCC2188,37,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:HTCC2188,Bacteria,Alteromonadales,Proteobacteria,Gammaproteobacteria,Bacteria,HTCC2188,Alteromonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales%253AHTCC2188,HTCC2188,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,79.0,0.1144960723,37.0,0.0552808116,,,,
54,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Oceanospirillales:Alcanivoracaceae:Alcanivorax,1,Bacteria:Proteobacteria:Gammaproteobacteria:Oceanospirillales:Alcanivoracaceae:Alcanivorax,Bacteria,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Bacteria,Alcanivorax,Alcanivoracaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AOceanospirillales%253AAlcanivoracaceae%253AAlcanivorax,Alcanivoracaceae,Alcanivorax,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,4.0,0.0057972695,2.0,0.002988152,2.0,0.0043514207,,
55,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus,4,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus,Bacteria,Pasteurellales,Proteobacteria,Gammaproteobacteria,Bacteria,Actinobacillus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AActinobacillus,Pasteurellaceae,Actinobacillus,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,225.0,0.3260964086,223.0,0.3331789455,4.0,0.0087028415,,
56,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales,1,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales,Bacteria,Alteromonadales,Proteobacteria,Gammaproteobacteria,Bacteria,Alteromonadales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales,,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,79.0,0.1144960723,,,,,,
57,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,Moryella,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella,Lachnospiraceae,Moryella,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,8589.0,12.832618667,4.0,0.0087028415,,
58,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,42,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,Veillonellaceae,Veillonella,parvula,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,795.0,1.187790411,175.0,0.3807493147,42.0,0.2502085071
59,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales,Bacteria,Pasteurellales,Proteobacteria,Gammaproteobacteria,Bacteria,Pasteurellales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales,,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,225.0,0.3260964086,,,,,,
60,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:intestinale,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:intestinale,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,intestinale,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aintestinale,Clostridiaceae,Clostridium,intestinale,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,494.0,0.7380735384,292.0,0.6353074279,2.0,0.0119146908
61,organisms,Bacteria:Verrucomicrobia:Opitutae:Opitutales:Opitutaceae:Opitutus,1,Bacteria:Verrucomicrobia:Opitutae:Opitutales:Opitutaceae:Opitutus,Bacteria,Opitutales,Verrucomicrobia,Opitutae,Bacteria,Opitutus,Opitutaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AVerrucomicrobia%253AOpitutae%253AOpitutales%253AOpitutaceae%253AOpitutus,Opitutaceae,Opitutus,,MGYA00005313,69002.0,100.0,3.0,0.0043477001,1.0,0.0014492334,1.0,0.0014493174,1.0,0.001494076,1.0,0.0021757104,,
62,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,37,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,Bacteria,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,Actinomyces,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinomyces,Actinomycetaceae,Actinomyces,,MGYA00005313,69002.0,100.0,285.0,0.4130315063,221.0,0.3202805716,40.0,0.0579726949,37.0,0.0552808116,37.0,0.0805012837,,
63,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter,45,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter,Bacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Bacteria,Acinetobacter,Moraxellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253AMoraxellaceae%253AAcinetobacter,Moraxellaceae,Acinetobacter,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,412.0,0.5971187571,55.0,0.0821741794,46.0,0.100082677,,
64,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,Bacteria,Erysipelotrichales,Firmicutes,Erysipelotrichi,Bacteria,saccharogumia,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Asaccharogumia,Erysipelotrichaceae,Clostridium,saccharogumia,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,582.0,0.8434538129,582.0,0.8435027102,582.0,0.8695522254,292.0,0.6353074279,1.0,0.0059573454
65,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Pseudoalteromonadaceae:Pseudoalteromonas:porphyrae,15,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Pseudoalteromonadaceae:Pseudoalteromonas:porphyrae,Bacteria,Vibrionales,Proteobacteria,Gammaproteobacteria,Bacteria,porphyrae,Pseudoalteromonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AVibrionales%253APseudoalteromonadaceae%253APseudoalteromonas%253Aporphyrae,Pseudoalteromonadaceae,Pseudoalteromonas,porphyrae,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,69.0,0.1000028986,17.0,0.0253992918,15.0,0.0326356555,15.0,0.0893601811
66,organisms,Bacteria:Proteobacteria:Betaproteobacteria:MWH-UniP1,1,Bacteria:Proteobacteria:Betaproteobacteria:MWH-UniP1,Bacteria,MWH-UniP1,Proteobacteria,Betaproteobacteria,Bacteria,MWH-UniP1,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMWH-UniP1,,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,376.0,0.5449117417,1.0,0.0014493174,,,,,,
67,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,Bacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,376.0,0.5449117417,366.0,0.530450158,,,,,,
68,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Xenorhabdus:nematophila,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Xenorhabdus:nematophila,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,nematophila,Xenorhabdus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AXenorhabdus%253Anematophila,Enterobacteriaceae,Xenorhabdus,nematophila,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,21.0,0.0456899178,2.0,0.0119146908
69,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus:aureus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus:aureus,Bacteria,Bacillales,Firmicutes,Bacilli,Bacteria,aureus,Staphylococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus%253Aaureus,Staphylococcaceae,Staphylococcus,aureus,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,393.0,0.5695487087,28.0,0.0405808864,6.0,0.0089644559,6.0,0.0130542622,1.0,0.0059573454
70,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Salmonella:enterica,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Salmonella:enterica,Bacteria,Enterobacteriales,Proteobacteria,Gammaproteobacteria,Bacteria,enterica,Salmonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASalmonella%253Aenterica,Enterobacteriaceae,Salmonella,enterica,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,25062.0,36.322791965,25062.0,37.4445324289,7.0,0.0152299726,1.0,0.0059573454
71,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Pseudoramibacter_Eubacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Pseudoramibacter_Eubacterium,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,Pseudoramibacter_Eubacterium,Eubacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AEubacteriaceae%253APseudoramibacter_Eubacterium,Eubacteriaceae,Pseudoramibacter_Eubacterium,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,2.0,0.002988152,1.0,0.0021757104,,
72,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,16,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Bacteria,Pasteurellales,Proteobacteria,Gammaproteobacteria,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,Pasteurellaceae,Haemophilus,parainfluenzae,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,26774.0,38.8017738616,225.0,0.3260964086,223.0,0.3331789455,208.0,0.4525477568,16.0,0.0953175265
73,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Propionibacteriaceae:Propionibacterium:acnes,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Propionibacteriaceae:Propionibacterium:acnes,Bacteria,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,acnes,Propionibacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253APropionibacteriaceae%253APropionibacterium%253Aacnes,Propionibacteriaceae,Propionibacterium,acnes,MGYA00005313,69002.0,100.0,285.0,0.4130315063,221.0,0.3202805716,40.0,0.0579726949,1.0,0.001494076,1.0,0.0021757104,1.0,0.0059573454
74,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,60,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,Bacteria,Erysipelotrichales,Firmicutes,Erysipelotrichi,Bacteria,cc_115,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253Acc_115,Erysipelotrichaceae,cc_115,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,582.0,0.8434538129,582.0,0.8435027102,582.0,0.8695522254,60.0,0.1305426222,,
75,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,3,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Bacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,Alcaligenaceae,,,MGYA00005313,69002.0,100.0,27151.0,39.3481348367,376.0,0.5449117417,366.0,0.530450158,343.0,0.5124680641,,,,
76,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia,Bacteria,Lactobacillales,Firmicutes,Bacilli,Bacteria,Facklamia,Aerococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AAerococcaceae%253AFacklamia,Aerococcaceae,Facklamia,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,393.0,0.5695487087,355.0,0.5145076669,2.0,0.002988152,1.0,0.0021757104,,
77,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,82,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,Peptostreptococcaceae,Clostridium,difficile,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,197.0,0.2943329698,292.0,0.6353074279,82.0,0.4885023234
78,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,Bacteria,Clostridiales,Firmicutes,Clostridia,Bacteria,Peptococcus,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APeptococcus,Peptococcaceae,Peptococcus,,MGYA00005313,69002.0,100.0,21094.0,30.5701284021,20119.0,29.1571258804,20111.0,29.1472216586,2.0,0.002988152,2.0,0.0043514207,,
