,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
39,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,Lachnospiraceae,Moryella,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Moryella,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,2.0,0.014833494,,
40,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Heliobacteriaceae,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Heliobacteriaceae,Heliobacteriaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Heliobacteriaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AHeliobacteriaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1.0,0.0060437568,,,,
41,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,7,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Veillonellaceae,Veillonella,Clostridia,Clostridiales,Firmicutes,Bacteria,parvula,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,15.0,0.1112512052,7.0,0.3043478261
42,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,coprosuis,Bacteria,coprosuis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acoprosuis,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,9.0,0.3913043478
43,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,10,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Peptostreptococcaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,13.0,0.0785688384,,,,
44,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,Erysipelotrichaceae,Clostridium,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,saccharogumia,Bacteria,saccharogumia,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Asaccharogumia,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,91.0,0.6749239783,1.0,0.0434782609
45,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,5,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,,,,,,
46,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,179,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Veillonellaceae,Dialister,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,179.0,1.3275977156,,
47,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenella,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenella,Rikenellaceae,Rikenella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Rikenella,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ARikenella,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,175.0,1.0576574399,9.0,0.0667507231,,
48,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,7,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Pasteurellaceae,Haemophilus,Gammaproteobacteria,Pasteurellales,Proteobacteria,Bacteria,parainfluenzae,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,12.0,0.0678502771,12.0,0.0725250816,8.0,0.0593339761,7.0,0.3043478261
49,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia,Burkholderiaceae,Lautropia,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Lautropia,Burkholderiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae%253ALautropia,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,1.0,0.0060437568,1.0,0.007416747,,
50,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,14,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Alcaligenaceae,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,904.0,5.4635561465,,,,
51,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia,Aerococcaceae,Facklamia,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Facklamia,Aerococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AAerococcaceae%253AFacklamia,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,1.0,0.0060437568,1.0,0.007416747,,
52,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Peptostreptococcaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,difficile,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,13.0,0.0785688384,91.0,0.6749239783,1.0,0.0434782609
53,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,Peptococcaceae,Peptococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Peptococcus,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APeptococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,5.0,0.030218784,2.0,0.014833494,,
54,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,72,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Porphyromonadaceae,Parabacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,distasonis,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,3349.0,24.8386857524,72.0,3.1304347826
55,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,85,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,Porphyromonadaceae,Parabacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,gordonii,Bacteria,gordonii,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Agordonii,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,3349.0,24.8386857524,85.0,3.6956521739
56,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,1,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Halanaerobiaceae,,Clostridia,Halanaerobiales,Firmicutes,Bacteria,,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,1.0,0.0056541898,1.0,0.0060437568,,,,
57,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardioidaceae:Friedmanniella,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardioidaceae:Friedmanniella,Nocardioidaceae,Friedmanniella,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,Friedmanniella,Nocardioidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ANocardioidaceae%253AFriedmanniella,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,18.0,0.1017754156,1.0,0.0060437568,1.0,0.007416747,,
58,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,181,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Ruminococcaceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,326.0,2.4178595268,,
59,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,21,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,Erysipelotrichaceae,Coprobacillus,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,Coprobacillus,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,24.0,0.1780019284,,
60,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,28,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Lachnospiraceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,326.0,2.4178595268,,
61,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,Paraprevotellaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Paraprevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,26.0,0.1571376768,,,,
62,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae,3,Bacteria:Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae,Nitrosomonadaceae,,Betaproteobacteria,Nitrosomonadales,Proteobacteria,Bacteria,,Bacteria,Nitrosomonadaceae,Nitrosomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ANitrosomonadales%253ANitrosomonadaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,3.0,0.0169625693,3.0,0.0181312704,,,,
63,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Ruminococcaceae,Anaerofilum,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,3.0,0.022250241,,
64,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,72,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Lachnospiraceae,Roseburia,Clostridia,Clostridiales,Firmicutes,Bacteria,faecis,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,473.0,3.508121338,72.0,3.1304347826
65,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,103,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Odoribacteraceae,Odoribacter,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,118.0,0.7131633023,103.0,0.7639249425,,
66,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,1,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,Hydrogenophilaceae,Thiobacillus,Betaproteobacteria,Hydrogenophilales,Proteobacteria,Bacteria,,Bacteria,Thiobacillus,Hydrogenophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AHydrogenophilales%253AHydrogenophilaceae%253AThiobacillus,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,1.0,0.0056541898,1.0,0.0060437568,1.0,0.007416747,,
67,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Kordia,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Kordia,Flavobacteriaceae,Kordia,Flavobacteriia,Flavobacteriales,Bacteroidetes,Bacteria,,Bacteria,Kordia,Flavobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253AKordia,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,4.0,0.0226052557,4.0,0.022616759,3.0,0.0181312704,1.0,0.007416747,,
68,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Allobaculum,27,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Allobaculum,Erysipelotrichaceae,Allobaculum,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,Allobaculum,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AAllobaculum,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,27.0,0.2002521694,,
69,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:infantis,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:infantis,Streptococcaceae,Streptococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,infantis,Bacteria,infantis,Streptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus%253Ainfantis,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,58.0,0.3505378944,52.0,0.3856708448,1.0,0.0434782609
70,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Prevotellaceae,Prevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,melaninogenica,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,180.0,1.0878762239,195.0,1.4462656679,5.0,0.2173913043
71,organisms,Bacteria:Tenericutes:Mollicutes:RF39,18,Bacteria:Tenericutes:Mollicutes:RF39,,,Mollicutes,RF39,Tenericutes,Bacteria,,Bacteria,RF39,Mollicutes,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253ARF39,MGYA00005292,17680.0,99.915230291,18.0,0.1017236507,18.0,0.1017236507,18.0,0.1017754156,,,,,,
72,organisms,Bacteria:TM7:TM7-3,2,Bacteria:TM7:TM7-3,,,TM7-3,,TM7,Bacteria,,Bacteria,TM7-3,TM7,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATM7%253ATM7-3,MGYA00005292,17680.0,99.915230291,4.0,0.0226052557,4.0,0.0226052557,,,,,,,,
73,organisms,Bacteria:Firmicutes:Bacilli:Bacillales,1,Bacteria:Firmicutes:Bacilli:Bacillales,,,Bacilli,Bacillales,Firmicutes,Bacteria,,Bacteria,Bacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,2.0,0.0113083795,,,,,,
74,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,5,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,Actinomycetaceae,Actinomyces,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,Actinomyces,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinomyces,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,18.0,0.1017754156,5.0,0.030218784,5.0,0.0370837351,,
75,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Anaerococcus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Anaerococcus,Tissierellaceae,Anaerococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Anaerococcus,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253AAnaerococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2.0,0.0120875136,1.0,0.007416747,,
76,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Morganella,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Morganella,Enterobacteriaceae,Morganella,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,Morganella,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AMorganella,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,3.0,0.022250241,,
77,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,Comamonadaceae,Methylibium,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Methylibium,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AMethylibium,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,34.0,0.2054877312,2.0,0.014833494,,
78,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae,Flavobacteriaceae,,Flavobacteriia,Flavobacteriales,Bacteroidetes,Bacteria,,Bacteria,Flavobacteriaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,4.0,0.0226052557,4.0,0.022616759,3.0,0.0181312704,,,,
79,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus,3,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus,Enterococcaceae,Enterococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Enterococcus,Enterococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AEnterococcaceae%253AEnterococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,3.0,0.0181312704,3.0,0.022250241,,
