,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
39,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Pseudoramibacter_Eubacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Eubacteriaceae:Pseudoramibacter_Eubacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Pseudoramibacter_Eubacterium,Eubacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AEubacteriaceae%253APseudoramibacter_Eubacterium,Eubacteriaceae,Pseudoramibacter_Eubacterium,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,1.0,0.0035588455,1.0,0.0041174291,,
40,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Flavobacteriia,Bacteroidetes,Bacteria,Flavobacteriales,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,Cryomorphaceae,,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,1.0,0.0034560221,1.0,0.0034570974,1.0,0.0035588455,,,,
41,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Mobiluncus,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AMobiluncus,Actinomycetaceae,Mobiluncus,,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,96.0,0.3317781234,8.0,0.0276567794,4.0,0.014235382,1.0,0.0041174291,,
42,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,Veillonellaceae,Veillonella,parvula,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,1754.0,6.2422150254,3.0,0.0123522872,1.0,0.0092216894
43,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,bromii,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Abromii,Ruminococcaceae,Ruminococcus,bromii,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,2542.0,9.0465852877,366.0,1.5069790423,4.0,0.0368867577
44,organisms,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,1,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,Fusobacteriia,Fusobacteria,Bacteria,Fusobacteriales,Bacteria,Fusobacterium,Fusobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFusobacteria%253AFusobacteriia%253AFusobacteriales%253AFusobacteriaceae%253AFusobacterium,Fusobacteriaceae,Fusobacterium,,MGYA00005330,28933.0,99.9930879558,1.0,0.0034560221,1.0,0.0034560221,1.0,0.0034570974,1.0,0.0035588455,1.0,0.0041174291,,
45,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,38,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,Peptostreptococcaceae,,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,44.0,0.1565892025,,,,
46,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,saccharogumia,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Asaccharogumia,Erysipelotrichaceae,Clostridium,saccharogumia,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,824.0,2.8477622257,824.0,2.8486482749,824.0,2.9324887007,207.0,0.852307819,1.0,0.0092216894
47,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Micrococcaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae,Micrococcaceae,,,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,96.0,0.3317781234,8.0,0.0276567794,2.0,0.007117691,,,,
48,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Marinilabiaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae,Marinilabiaceae,,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,2.0,0.007117691,,,,
49,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,,,,,,
50,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Dechloromonas,1,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Dechloromonas,Betaproteobacteria,Proteobacteria,Bacteria,Rhodocyclales,Bacteria,Dechloromonas,Rhodocyclaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae%253ADechloromonas,Rhodocyclaceae,Dechloromonas,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,16.0,0.0553135587,16.0,0.0569415282,1.0,0.0041174291,,
51,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,83,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,Veillonellaceae,Dialister,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,1754.0,6.2422150254,83.0,0.3417466134,,
52,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Bulleidia:moorei,2,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Bulleidia:moorei,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,moorei,Bulleidia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ABulleidia%253Amoorei,Erysipelotrichaceae,Bulleidia,moorei,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,824.0,2.8477622257,824.0,2.8486482749,824.0,2.9324887007,9.0,0.0370568617,2.0,0.0184433788
53,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,4,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,Pasteurellaceae,Haemophilus,parainfluenzae,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,46.0,0.1589770175,6.0,0.0207425845,6.0,0.0213530731,4.0,0.0164697163,4.0,0.0368867577
54,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Alkaliphilus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Alkaliphilus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Alkaliphilus,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AAlkaliphilus,Clostridiaceae,Alkaliphilus,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,417.0,1.4840385779,1.0,0.0041174291,,
55,organisms,Bacteria:Elusimicrobia:Elusimicrobia:Elusimicrobiales:Elusimicrobiaceae,2,Bacteria:Elusimicrobia:Elusimicrobia:Elusimicrobiales:Elusimicrobiaceae,Elusimicrobia,Elusimicrobia,Bacteria,Elusimicrobiales,Bacteria,Elusimicrobiaceae,Elusimicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AElusimicrobia%253AElusimicrobia%253AElusimicrobiales%253AElusimicrobiaceae,Elusimicrobiaceae,,,MGYA00005330,28933.0,99.9930879558,2.0,0.0069120442,2.0,0.0069120442,2.0,0.0069141948,2.0,0.007117691,,,,
56,organisms,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter,2,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter,Methanobacteria,Euryarchaeota,Archaea,Methanobacteriales,Archaea,Methanobrevibacter,Methanobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AMethanobacteria%253AMethanobacteriales%253AMethanobacteriaceae%253AMethanobrevibacter,Methanobacteriaceae,Methanobrevibacter,,MGYA00005330,2.0,0.0069120442,2.0,0.0069120442,2.0,0.0069120442,2.0,0.0069141948,2.0,0.007117691,2.0,0.0082348582,,
57,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,Alcaligenaceae,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,527.0,1.875511584,,,,
58,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Rothia:mucilaginosa,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Rothia:mucilaginosa,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,mucilaginosa,Rothia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae%253ARothia%253Amucilaginosa,Micrococcaceae,Rothia,mucilaginosa,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,96.0,0.3317781234,8.0,0.0276567794,2.0,0.007117691,1.0,0.0041174291,1.0,0.0092216894
59,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,Peptostreptococcaceae,Clostridium,difficile,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,44.0,0.1565892025,207.0,0.852307819,4.0,0.0368867577
60,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Peptococcus,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APeptococcus,Peptococcaceae,Peptococcus,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,1.0,0.0035588455,1.0,0.0041174291,,
61,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,Porphyromonadaceae,Parabacteroides,distasonis,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,272.0,0.9680059789,217.0,0.8934821098,6.0,0.0553301365
62,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,18,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Clostridia,Firmicutes,Bacteria,Halanaerobiales,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,Halanaerobiaceae,,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,18.0,0.0622277536,18.0,0.0640592192,,,,
63,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,213,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,Ruminococcaceae,Ruminococcus,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,2542.0,9.0465852877,366.0,1.5069790423,,
64,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,31,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,Coprobacillus,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus,Erysipelotrichaceae,Coprobacillus,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,824.0,2.8477622257,824.0,2.8486482749,824.0,2.9324887007,44.0,0.1811668794,,
65,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,24,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,Lachnospiraceae,Ruminococcus,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,5177.0,18.4241432079,366.0,1.5069790423,,
66,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,11,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paraprevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae,Paraprevotellaceae,,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,1207.0,4.2955265312,,,,
67,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas:hypermegale,29,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas:hypermegale,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,hypermegale,Megamonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegamonas%253Ahypermegale,Veillonellaceae,Megamonas,hypermegale,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,1754.0,6.2422150254,1465.0,6.0320335982,29.0,0.267428993
68,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,Ruminococcaceae,Anaerofilum,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,2542.0,9.0465852877,4.0,0.0164697163,,
69,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,39,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,Lachnospiraceae,Roseburia,faecis,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,5177.0,18.4241432079,186.0,0.7658418084,39.0,0.3596458871
70,organisms,Bacteria:Firmicutes:Bacilli:Bacillales,2,Bacteria:Firmicutes:Bacilli:Bacillales,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Bacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales,,,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,201.0,0.6946604458,13.0,0.0449422665,,,,,,
71,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Jeotgalicoccus:psychrophilus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Jeotgalicoccus:psychrophilus,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,psychrophilus,Jeotgalicoccus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AJeotgalicoccus%253Apsychrophilus,Staphylococcaceae,Jeotgalicoccus,psychrophilus,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,201.0,0.6946604458,13.0,0.0449422665,3.0,0.0106765365,1.0,0.0041174291,1.0,0.0092216894
72,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,14,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,Paraprevotellaceae,CF231,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,1207.0,4.2955265312,14.0,0.0576440071,,
73,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:infantis,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:infantis,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,infantis,Streptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus%253Ainfantis,Streptococcaceae,Streptococcus,infantis,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,201.0,0.6946604458,178.0,0.6153633409,155.0,0.5516210541,154.0,0.6340840779,1.0,0.0092216894
74,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,242,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,Prevotellaceae,Prevotella,melaninogenica,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,10719.0,38.1472650272,11833.0,48.7215382715,242.0,2.2316488381
75,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,8,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnobacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnobacterium,Lachnospiraceae,Lachnobacterium,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,5177.0,18.4241432079,8.0,0.0329394326,,
76,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,3,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Actinomyces,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinomyces,Actinomycetaceae,Actinomyces,,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,96.0,0.3317781234,8.0,0.0276567794,4.0,0.014235382,3.0,0.0123522872,,
77,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Methylibium,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AMethylibium,Comamonadaceae,Methylibium,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,6.0,0.0213530731,1.0,0.0041174291,,
