,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
39,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Staphylococcaceae,Staphylococcus,Bacilli,Bacillales,Firmicutes,Bacteria,,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,87.0,0.3835809709,17.0,0.0749856645,1.0,0.0058028202,1.0,0.0093527871,,
40,organisms,Bacteria:WPS-2,1,Bacteria:WPS-2,,,,,WPS-2,Bacteria,,Bacteria,WPS-2,Bacteria,phylum,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AWPS-2,MGYA00005316,22553.0,99.4268835692,1.0,0.0044085879,,,,,,,,,,
41,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,4811,Bacteria:Firmicutes:Clostridia:Clostridiales,,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,,,,,,
42,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Yersinia,3,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Yersinia,Enterobacteriaceae,Yersinia,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,Yersinia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AYersinia,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,3.0,0.0280583614,,
43,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,10,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,Flavobacteriaceae,Krokinobacter,Flavobacteriia,Flavobacteriales,Bacteroidetes,Bacteria,genikus,Bacteria,genikus,Krokinobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253AKrokinobacter%253Agenikus,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,12.0,0.0529077201,12.0,0.0529310573,12.0,0.069633842,10.0,0.0935278713,10.0,0.3429355281
44,organisms,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,2,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,Fusobacteriaceae,Fusobacterium,Fusobacteriia,Fusobacteriales,Fusobacteria,Bacteria,,Bacteria,Fusobacterium,Fusobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFusobacteria%253AFusobacteriia%253AFusobacteriales%253AFusobacteriaceae%253AFusobacterium,MGYA00005316,22553.0,99.4268835692,2.0,0.0088171759,2.0,0.0088179534,2.0,0.0088218429,2.0,0.0116056403,2.0,0.0187055743,,
45,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Lachnospiraceae,Blautia,Clostridia,Clostridiales,Firmicutes,Bacteria,obeum,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,170.0,1.5899738122,6.0,0.2057613169
46,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,9,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,Lachnospiraceae,Moryella,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Moryella,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,10.0,0.0935278713,,
47,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Kleidoceria:schneideri,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Kleidoceria:schneideri,Enterobacteriaceae,Kleidoceria,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,schneideri,Bacteria,schneideri,Kleidoceria,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AKleidoceria%253Aschneideri,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,2.0,0.0187055743,2.0,0.0685871056
48,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Veillonellaceae,Veillonella,Clostridia,Clostridiales,Firmicutes,Bacteria,parvula,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,87.0,0.5048453548,26.0,0.2431724654,2.0,0.0685871056
49,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:intestinale,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:intestinale,Clostridiaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,intestinale,Bacteria,intestinale,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aintestinale,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,333.0,1.9323391168,156.0,1.4590347924,2.0,0.0685871056
50,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,38,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Peptostreptococcaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,43.0,0.2495212673,,,,
51,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Sarcina,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Sarcina,Clostridiaceae,Sarcina,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Sarcina,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASarcina,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,333.0,1.9323391168,1.0,0.0093527871,,
52,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae,Micrococcaceae,,Actinobacteria,Actinomycetales,Actinobacteria,Bacteria,,Bacteria,Micrococcaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,22.0,0.0969974869,7.0,0.0308764501,1.0,0.0058028202,,,,
53,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,,,,,,
54,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,44,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Veillonellaceae,Dialister,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,87.0,0.5048453548,44.0,0.4115226337,,
55,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenella,49,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenella,Rikenellaceae,Rikenella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Rikenella,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ARikenella,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,1193.0,6.9227644635,49.0,0.4582865694,,
56,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,9,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Pasteurellaceae,Haemophilus,Gammaproteobacteria,Pasteurellales,Proteobacteria,Bacteria,parainfluenzae,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,16.0,0.0705747431,16.0,0.0928451227,11.0,0.1028806584,9.0,0.3086419753
57,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,16,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,Erysipelotrichaceae,cc_115,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,cc_115,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253Acc_115,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,45.0,0.1984039504,45.0,0.1984914649,45.0,0.2611269077,16.0,0.1496445941,,
58,organisms,Bacteria:Elusimicrobia:Elusimicrobia:Elusimicrobiales:Elusimicrobiaceae,6,Bacteria:Elusimicrobia:Elusimicrobia:Elusimicrobiales:Elusimicrobiaceae,Elusimicrobiaceae,,Elusimicrobia,Elusimicrobiales,Elusimicrobia,Bacteria,,Bacteria,Elusimicrobiaceae,Elusimicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AElusimicrobia%253AElusimicrobia%253AElusimicrobiales%253AElusimicrobiaceae,MGYA00005316,22553.0,99.4268835692,6.0,0.0264515276,6.0,0.0264538601,6.0,0.0264655286,6.0,0.034816921,,,,
59,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,1,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,Coriobacteriaceae,Atopobium,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,vaginae,Bacteria,vaginae,Atopobium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AAtopobium%253Avaginae,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,46.0,0.2028129271,46.0,0.2029023863,46.0,0.2669297278,1.0,0.0093527871,1.0,0.0342935528
60,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Alcaligenaceae,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,147.0,0.8530145651,,,,
61,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:C21_c20,1,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:C21_c20,Desulfovibrionaceae,Desulfovibrio,Deltaproteobacteria,Desulfovibrionales,Proteobacteria,Bacteria,C21_c20,Bacteria,C21_c20,Desulfovibrio,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio%253AC21_c20,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,181.0,0.7980247784,180.0,0.7939658595,180.0,1.0445076307,98.0,0.9165731388,1.0,0.0342935528
62,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Peptostreptococcaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,difficile,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,43.0,0.2495212673,156.0,1.4590347924,4.0,0.1371742112
63,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,337,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Porphyromonadaceae,Parabacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,distasonis,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,1513.0,8.7796669181,1343.0,12.5607931163,337.0,11.5569272977
64,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,40,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,Porphyromonadaceae,Parabacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,gordonii,Bacteria,gordonii,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Agordonii,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,1513.0,8.7796669181,1343.0,12.5607931163,40.0,1.3717421125
65,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,Lachnospiraceae,Oribacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Oribacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AOribacterium,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,1.0,0.0093527871,,
66,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,4,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Halanaerobiaceae,,Clostridia,Halanaerobiales,Firmicutes,Bacteria,,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,4.0,0.0176436858,4.0,0.0232112807,,,,
67,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia:dispersa,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia:dispersa,Enterobacteriaceae,Erwinia,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,dispersa,Bacteria,dispersa,Erwinia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AErwinia%253Adispersa,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,2.0,0.0187055743,2.0,0.0685871056
68,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,475,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Ruminococcaceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,4406.0,25.5672256717,646.0,6.0419004863,,
69,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,5,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,Erysipelotrichaceae,Coprobacillus,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,Coprobacillus,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,45.0,0.1984039504,45.0,0.1984914649,45.0,0.2611269077,5.0,0.0467639357,,
70,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,20,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Lachnospiraceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,646.0,6.0419004863,,
71,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:rc4-4,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:rc4-4,Peptococcaceae,rc4-4,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,rc4-4,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253Arc4-4,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,15.0,0.0870423026,3.0,0.0280583614,,
72,organisms,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:vadinCA11,1,Archaea:Euryarchaeota:Thermoplasmata:E2:Methanomassiliicoccaceae:vadinCA11,Methanomassiliicoccaceae,vadinCA11,Thermoplasmata,E2,Euryarchaeota,Archaea,,Archaea,vadinCA11,Methanomassiliicoccaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AThermoplasmata%253AE2%253AMethanomassiliicoccaceae%253AvadinCA11,MGYA00005316,130.0,0.5731164308,130.0,0.5731164308,10.0,0.0440897668,10.0,0.0441092144,10.0,0.0580282017,1.0,0.0093527871,,
73,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,17,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Ruminococcaceae,Anaerofilum,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,4406.0,25.5672256717,17.0,0.1589973812,,
74,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Lachnospiraceae,Roseburia,Clostridia,Clostridiales,Firmicutes,Bacteria,faecis,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,28.0,0.2618780397,1.0,0.0342935528
75,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,679,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Odoribacteraceae,Odoribacter,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,750.0,4.352115128,679.0,6.3505424617,,
76,organisms,Bacteria:Firmicutes:Clostridia:Thermoanaerobacterales,1,Bacteria:Firmicutes:Clostridia:Thermoanaerobacterales,,,Clostridia,Thermoanaerobacterales,Firmicutes,Bacteria,,Bacteria,Thermoanaerobacterales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AThermoanaerobacterales,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,1.0,0.0044109214,,,,,,
77,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Paraprevotellaceae,CF231,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,53.0,0.307549469,4.0,0.0374111485,,
78,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Prevotellaceae,Prevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,melaninogenica,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,444.0,2.5764521557,446.0,4.1713430602,6.0,0.2057613169
