,type,id,attributes.samples-count,attributes.biome-name,attributes.lineage,relationships.samples.links.related,relationships.studies.links.related,relationships.genomes.links.related,relationships.children.links.related,links.self
113,biomes,root:Environmental:Aquatic:Freshwater:Lotic:Low land river systems,78,Low land river systems,root:Environmental:Aquatic:Freshwater:Lotic:Low land river systems,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Low%20land%20river%20systems
114,biomes,root:Environmental:Aquatic:Freshwater:Lotic:Microbial mats,5,Microbial mats,root:Environmental:Aquatic:Freshwater:Lotic:Microbial mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Microbial%20mats
115,biomes,root:Environmental:Aquatic:Freshwater:Lotic:Mid stream,1,Mid stream,root:Environmental:Aquatic:Freshwater:Lotic:Mid stream,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Mid%20stream
116,biomes,root:Environmental:Aquatic:Freshwater:Lotic:Sediment,315,Sediment,root:Environmental:Aquatic:Freshwater:Lotic:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Lotic:Sediment
117,biomes,root:Environmental:Aquatic:Freshwater:Microbialites,0,Microbialites,root:Environmental:Aquatic:Freshwater:Microbialites,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Microbialites
118,biomes,root:Environmental:Aquatic:Freshwater:Pond,12,Pond,root:Environmental:Aquatic:Freshwater:Pond,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond
119,biomes,root:Environmental:Aquatic:Freshwater:Pond:Sediment,94,Sediment,root:Environmental:Aquatic:Freshwater:Pond:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Pond:Sediment
120,biomes,root:Environmental:Aquatic:Freshwater:Sediment,470,Sediment,root:Environmental:Aquatic:Freshwater:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Sediment
121,biomes,root:Environmental:Aquatic:Freshwater:Storm water,63,Storm water,root:Environmental:Aquatic:Freshwater:Storm water,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water
122,biomes,root:Environmental:Aquatic:Freshwater:Storm water:Drainage pipe biofilm,9,Drainage pipe biofilm,root:Environmental:Aquatic:Freshwater:Storm water:Drainage pipe biofilm,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Storm%20water:Drainage%20pipe%20biofilm
123,biomes,root:Environmental:Aquatic:Freshwater:Subglacial lake,0,Subglacial lake,root:Environmental:Aquatic:Freshwater:Subglacial lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Subglacial%20lake
124,biomes,root:Environmental:Aquatic:Freshwater:Wetlands,2,Wetlands,root:Environmental:Aquatic:Freshwater:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands
125,biomes,root:Environmental:Aquatic:Freshwater:Wetlands:Bog,1545,Bog,root:Environmental:Aquatic:Freshwater:Wetlands:Bog,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog
126,biomes,root:Environmental:Aquatic:Freshwater:Wetlands:Marsh,59,Marsh,root:Environmental:Aquatic:Freshwater:Wetlands:Marsh,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh
127,biomes,root:Environmental:Aquatic:Freshwater:Wetlands:Sediment,229,Sediment,root:Environmental:Aquatic:Freshwater:Wetlands:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment
128,biomes,root:Environmental:Aquatic:Freshwater:Wetlands:Swamp,106,Swamp,root:Environmental:Aquatic:Freshwater:Wetlands:Swamp,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp
129,biomes,root:Environmental:Aquatic:Lentic,43,Lentic,root:Environmental:Aquatic:Lentic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic
130,biomes,root:Environmental:Aquatic:Lentic:Brackish,64,Brackish,root:Environmental:Aquatic:Lentic:Brackish,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish
131,biomes,root:Environmental:Aquatic:Marine,16010,Marine,root:Environmental:Aquatic:Marine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine
132,biomes,root:Environmental:Aquatic:Marine:Brackish,32,Brackish,root:Environmental:Aquatic:Marine:Brackish,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish
133,biomes,root:Environmental:Aquatic:Marine:Coastal,2075,Coastal,root:Environmental:Aquatic:Marine:Coastal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal
134,biomes,root:Environmental:Aquatic:Marine:Coastal:Sediment,1344,Sediment,root:Environmental:Aquatic:Marine:Coastal:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment
135,biomes,root:Environmental:Aquatic:Marine:Cold seeps,572,Cold seeps,root:Environmental:Aquatic:Marine:Cold seeps,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps
136,biomes,root:Environmental:Aquatic:Marine:Cold seeps:Sediment,63,Sediment,root:Environmental:Aquatic:Marine:Cold seeps:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment
137,biomes,root:Environmental:Aquatic:Marine:Fossil,0,Fossil,root:Environmental:Aquatic:Marine:Fossil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil
138,biomes,root:Environmental:Aquatic:Marine:Fossil:Whale fall,0,Whale fall,root:Environmental:Aquatic:Marine:Fossil:Whale fall,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall
139,biomes,root:Environmental:Aquatic:Marine:Hydrothermal vents,191,Hydrothermal vents,root:Environmental:Aquatic:Marine:Hydrothermal vents,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents
140,biomes,root:Environmental:Aquatic:Marine:Hydrothermal vents:Black smokers,3,Black smokers,root:Environmental:Aquatic:Marine:Hydrothermal vents:Black smokers,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers
141,biomes,root:Environmental:Aquatic:Marine:Hydrothermal vents:Diffuse flow,19,Diffuse flow,root:Environmental:Aquatic:Marine:Hydrothermal vents:Diffuse flow,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow
142,biomes,root:Environmental:Aquatic:Marine:Hydrothermal vents:Microbial mats,36,Microbial mats,root:Environmental:Aquatic:Marine:Hydrothermal vents:Microbial mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats
143,biomes,root:Environmental:Aquatic:Marine:Hydrothermal vents:Sediment,85,Sediment,root:Environmental:Aquatic:Marine:Hydrothermal vents:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment
144,biomes,root:Environmental:Aquatic:Marine:Intertidal zone,123,Intertidal zone,root:Environmental:Aquatic:Marine:Intertidal zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone
145,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Beach,0,Beach,root:Environmental:Aquatic:Marine:Intertidal zone:Beach,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach
146,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Coral reef,1448,Coral reef,root:Environmental:Aquatic:Marine:Intertidal zone:Coral reef,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef
147,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,1038,Estuary,root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary
148,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Mangrove swamp,166,Mangrove swamp,root:Environmental:Aquatic:Marine:Intertidal zone:Mangrove swamp,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp
149,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Microbialites,5,Microbialites,root:Environmental:Aquatic:Marine:Intertidal zone:Microbialites,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites
