,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.family,attributes.hierarchy.class,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
39,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,1451,Bacteria:Firmicutes:Clostridia:Clostridiales,Clostridiales,Firmicutes,,Clostridia,Bacteria,,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,,,,,,
40,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,27,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,obeum,Blautia,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,336.0,2.2560934667,27.0,0.6476373231
41,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Flavobacteriales,Bacteroidetes,Cryomorphaceae,Flavobacteriia,Bacteria,,,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,3.0,0.0138478582,3.0,0.0138497761,1.0,0.0050906129,,,,
42,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Epulopiscium,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,1.0,0.0067145639,,
43,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:Christensenella,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae:Christensenella,Clostridiales,Firmicutes,Christensenellaceae,Clostridia,Bacteria,,Christensenella,Bacteria,Christensenella,Christensenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae%253AChristensenella,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,52.0,0.2647118713,2.0,0.0134291278,,
44,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinobacteria,Bacteria,,Mobiluncus,Bacteria,Mobiluncus,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AMobiluncus,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,220.0,1.0155096012,6.0,0.0276995522,4.0,0.0203624516,1.0,0.0067145639,,
45,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,parvula,Veillonella,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,519.0,2.6420281002,18.0,0.12086215,2.0,0.047973135
46,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,bromii,Ruminococcus,Bacteria,bromii,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Abromii,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4267.0,21.7216452861,1293.0,8.6819311086,2.0,0.047973135
47,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Scardovia,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Scardovia,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Actinobacteria,Bacteria,,Scardovia,Bacteria,Scardovia,Bifidobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253AScardovia,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,220.0,1.0155096012,214.0,0.9879506948,214.0,1.0893911627,1.0,0.0067145639,,
48,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:intestinale,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:intestinale,Clostridiales,Firmicutes,Clostridiaceae,Clostridia,Bacteria,intestinale,Clostridium,Bacteria,intestinale,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aintestinale,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,267.0,1.3591936469,240.0,1.6114953334,1.0,0.0239865675
49,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae,3,Bacteria:Proteobacteria:Betaproteobacteria:Nitrosomonadales:Nitrosomonadaceae,Nitrosomonadales,Proteobacteria,Nitrosomonadaceae,Betaproteobacteria,Bacteria,,,Bacteria,Nitrosomonadaceae,Nitrosomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ANitrosomonadales%253ANitrosomonadaceae,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,778.0,3.591211226,3.0,0.0138497761,3.0,0.0152718387,,,,
50,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,Burkholderiales,Proteobacteria,,Betaproteobacteria,Bacteria,,,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,778.0,3.591211226,766.0,3.5363094963,,,,,,
51,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,85,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,Dialister,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,519.0,2.6420281002,85.0,0.5707379306,,
52,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,8,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Pasteurellales,Proteobacteria,Pasteurellaceae,Gammaproteobacteria,Bacteria,parainfluenzae,Haemophilus,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,32.0,0.1477104874,11.0,0.0507825123,11.0,0.055996742,8.0,0.0537165111,8.0,0.1918925402
53,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,3,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,Erysipelotrichales,Firmicutes,Erysipelotrichaceae,Erysipelotrichi,Bacteria,,cc_115,Bacteria,cc_115,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253Acc_115,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,325.0,1.5001846381,325.0,1.5003924103,325.0,1.6544491957,3.0,0.0201436917,,
54,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Pelotomaculum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Pelotomaculum,Clostridiales,Firmicutes,Peptococcaceae,Clostridia,Bacteria,,Pelotomaculum,Bacteria,Pelotomaculum,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APelotomaculum,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,3.0,0.0152718387,1.0,0.0067145639,,
55,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Thiomonas,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Thiomonas,Burkholderiales,Proteobacteria,Comamonadaceae,Betaproteobacteria,Bacteria,,Thiomonas,Bacteria,Thiomonas,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AThiomonas,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,778.0,3.591211226,766.0,3.5363094963,26.0,0.1323559357,1.0,0.0067145639,,
56,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinobacteria,Bacteria,,,Bacteria,Actinomycetaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,220.0,1.0155096012,6.0,0.0276995522,4.0,0.0203624516,,,,
57,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,Clostridiales,Firmicutes,Peptococcaceae,Clostridia,Bacteria,,Peptococcus,Bacteria,Peptococcus,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APeptococcus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,3.0,0.0152718387,1.0,0.0067145639,,
58,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,124,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Bacteroidales,Bacteroidetes,Porphyromonadaceae,Bacteroidia,Bacteria,distasonis,Parabacteroides,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,418.0,2.1278761963,328.0,2.2023769556,124.0,2.9743343728
59,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,1,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Halanaerobiales,Firmicutes,Halanaerobiaceae,Clostridia,Bacteria,,,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,1.0,0.004616592,1.0,0.0050906129,,,,
60,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,1092,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,,Ruminococcus,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4267.0,21.7216452861,1293.0,8.6819311086,,
61,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,16,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,Erysipelotrichales,Firmicutes,Erysipelotrichaceae,Erysipelotrichi,Bacteria,,Coprobacillus,Bacteria,Coprobacillus,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,325.0,1.5001846381,325.0,1.5003924103,325.0,1.6544491957,21.0,0.1410058417,,
62,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinobaculum,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinobaculum,Actinomycetales,Actinobacteria,Actinomycetaceae,Actinobacteria,Bacteria,,Actinobaculum,Bacteria,Actinobaculum,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinobaculum,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,220.0,1.0155096012,6.0,0.0276995522,4.0,0.0203624516,1.0,0.0067145639,,
63,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas:hypermegale,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas:hypermegale,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,hypermegale,Megamonas,Bacteria,hypermegale,Megamonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegamonas%253Ahypermegale,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,519.0,2.6420281002,193.0,1.2959108306,2.0,0.047973135
64,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia:marcescens,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia:marcescens,Enterobacteriales,Proteobacteria,Enterobacteriaceae,Gammaproteobacteria,Bacteria,marcescens,Serratia,Bacteria,marcescens,Serratia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASerratia%253Amarcescens,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,32.0,0.1477104874,16.0,0.0738654725,16.0,0.0814498066,1.0,0.0067145639,1.0,0.0239865675
65,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,26,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,,Anaerofilum,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4267.0,21.7216452861,26.0,0.1745786611,,
66,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,155,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,faecis,Roseburia,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,509.0,3.4177130195,155.0,3.7179179659
67,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,115,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Bacteroidales,Bacteroidetes,Odoribacteraceae,Bacteroidia,Bacteria,,Odoribacter,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,299.0,1.52209326,115.0,0.7721748472,,
68,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:catus,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:catus,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,catus,Coprococcus,Bacteria,catus,Coprococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus%253Acatus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,367.0,2.4642449473,5.0,0.1199328376
69,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,1,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,Hydrogenophilales,Proteobacteria,Hydrogenophilaceae,Betaproteobacteria,Bacteria,,Thiobacillus,Bacteria,Thiobacillus,Hydrogenophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AHydrogenophilales%253AHydrogenophilaceae%253AThiobacillus,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,778.0,3.591211226,1.0,0.004616592,1.0,0.0050906129,1.0,0.0067145639,,
70,organisms,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae,1,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiae,Bacteria,,,Bacteria,Verrucomicrobiaceae,Verrucomicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AVerrucomicrobia%253AVerrucomicrobiae%253AVerrucomicrobiales%253AVerrucomicrobiaceae,MGYA00005320,21657.0,99.9676883309,10.0,0.0461595273,10.0,0.0461595273,10.0,0.0461659203,10.0,0.0509061291,,,,
71,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteroidales,Bacteroidetes,Paraprevotellaceae,Bacteroidia,Bacteria,,CF231,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,91.0,0.4632457748,6.0,0.0402873833,,
72,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,45,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,melaninogenica,Prevotella,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,1433.0,7.2948482997,1436.0,9.6421137447,45.0,1.0793955385
73,organisms,Bacteria:Tenericutes:Mollicutes:RF39,3,Bacteria:Tenericutes:Mollicutes:RF39,RF39,Tenericutes,,Mollicutes,Bacteria,,,Bacteria,RF39,Mollicutes,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253ARF39,MGYA00005320,21657.0,99.9676883309,3.0,0.0138478582,3.0,0.0138478582,3.0,0.0138497761,,,,,,
74,organisms,Bacteria:Firmicutes:Bacilli:Bacillales,2,Bacteria:Firmicutes:Bacilli:Bacillales,Bacillales,Firmicutes,,Bacilli,Bacteria,,,Bacteria,Bacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,7.0,0.0323161442,,,,,,
75,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,13,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Clostridiales,Firmicutes,Peptostreptococcaceae,Clostridia,Bacteria,,,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,13.0,0.0661779678,,,,
76,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Clostridium:colinum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Clostridium:colinum,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,colinum,Clostridium,Bacteria,colinum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AClostridium%253Acolinum,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,240.0,1.6114953334,1.0,0.0239865675
77,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,Burkholderiales,Proteobacteria,Comamonadaceae,Betaproteobacteria,Bacteria,,Methylibium,Bacteria,Methylibium,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AMethylibium,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,778.0,3.591211226,766.0,3.5363094963,26.0,0.1323559357,2.0,0.0134291278,,
78,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus,Lactobacillales,Firmicutes,Enterococcaceae,Bacilli,Bacteria,,Enterococcus,Bacteria,Enterococcus,Enterococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AEnterococcaceae%253AEnterococcus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,29.0,0.1338811689,1.0,0.0050906129,1.0,0.0067145639,,
