,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.order,attributes.hierarchy.kingdom,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
38,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus:succinus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus:succinus,Bacilli,Firmicutes,Bacillales,Bacteria,Staphylococcaceae,Staphylococcus,Bacteria,succinus,Staphylococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus%253Asuccinus,succinus,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,55.0,0.1844399732,8.0,0.0268321315,3.0,0.0116708812,3.0,0.0190766883,1.0,0.0202511138
39,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,2,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacilli,Firmicutes,Bacillales,Bacteria,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,55.0,0.1844399732,8.0,0.0268321315,3.0,0.0116708812,3.0,0.0190766883,,
40,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,3349,Bacteria:Firmicutes:Clostridia:Clostridiales,Clostridia,Firmicutes,Clostridiales,Bacteria,,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,,,,,,
41,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,14,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Blautia,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,obeum,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,904.0,5.7484420705,14.0,0.2835155934
42,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,15,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,Flavobacteriia,Bacteroidetes,Flavobacteriales,Bacteria,Flavobacteriaceae,Krokinobacter,Bacteria,genikus,Krokinobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253AKrokinobacter%253Agenikus,genikus,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,30.0,0.1006036217,30.0,0.100620493,28.0,0.1089282241,15.0,0.0953834414,15.0,0.3037667072
43,organisms,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,1,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,Fusobacteriia,Fusobacteria,Fusobacteriales,Bacteria,Fusobacteriaceae,Fusobacterium,Bacteria,Fusobacterium,Fusobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFusobacteria%253AFusobacteriia%253AFusobacteriales%253AFusobacteriaceae%253AFusobacterium,,MGYA00005327,29820.0,99.9966466584,1.0,0.0033533416,1.0,0.0033534541,1.0,0.0033540164,1.0,0.0038902937,1.0,0.0063588961,,
44,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,2,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Flavobacteriia,Bacteroidetes,Flavobacteriales,Bacteria,Cryomorphaceae,,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,30.0,0.1006036217,30.0,0.100620493,2.0,0.0077805874,,,,
45,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Moryella,Bacteria,Moryella,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,1.0,0.0063588961,,
46,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Mobiluncus,Actinobacteria,Actinobacteria,Actinomycetales,Bacteria,Actinomycetaceae,Mobiluncus,Bacteria,Mobiluncus,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AMobiluncus,,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,136.0,0.4560697518,8.0,0.0268321315,4.0,0.0155611749,1.0,0.0063588961,,
47,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Clostridia,Firmicutes,Clostridiales,Bacteria,Veillonellaceae,Veillonella,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,parvula,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,302.0,1.1748687026,14.0,0.0890245453,3.0,0.0607533414
48,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,11,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:bromii,Clostridia,Firmicutes,Clostridiales,Bacteria,Ruminococcaceae,Ruminococcus,Bacteria,bromii,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Abromii,bromii,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,7549.0,29.367827271,2017.0,12.8258934249,11.0,0.2227622519
49,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,3,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,Actinobacteria,Actinobacteria,Actinomycetales,Bacteria,Actinomycetaceae,Actinomyces,Bacteria,Actinomyces,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinomyces,,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,136.0,0.4560697518,8.0,0.0268321315,4.0,0.0155611749,3.0,0.0190766883,,
50,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,Erysipelotrichi,Firmicutes,Erysipelotrichales,Bacteria,Erysipelotrichaceae,Clostridium,Bacteria,saccharogumia,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Asaccharogumia,saccharogumia,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,510.0,1.7102615694,510.0,1.7105483817,510.0,1.9840497958,152.0,0.9665522065,1.0,0.0202511138
51,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Caloramator,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Caloramator,Clostridia,Firmicutes,Clostridiales,Bacteria,Clostridiaceae,Caloramator,Bacteria,Caloramator,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ACaloramator,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,275.0,1.0698307722,1.0,0.0063588961,,
52,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Aquincola:tertiaricarbonis,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Aquincola:tertiaricarbonis,Betaproteobacteria,Proteobacteria,Burkholderiales,Bacteria,Comamonadaceae,Aquincola,Bacteria,tertiaricarbonis,Aquincola,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AAquincola%253Atertiaricarbonis,tertiaricarbonis,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,410.0,1.3749161636,397.0,1.3315445246,5.0,0.0194514686,1.0,0.0063588961,1.0,0.0202511138
53,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,5,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,Betaproteobacteria,Proteobacteria,Burkholderiales,Bacteria,,,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,410.0,1.3749161636,397.0,1.3315445246,,,,,,
54,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,46,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Clostridia,Firmicutes,Clostridiales,Bacteria,Veillonellaceae,Dialister,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,302.0,1.1748687026,46.0,0.2925092204,,
55,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:albus,10,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:albus,Clostridia,Firmicutes,Clostridiales,Bacteria,Ruminococcaceae,Ruminococcus,Bacteria,albus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aalbus,albus,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,7549.0,29.367827271,2017.0,12.8258934249,10.0,0.2025111381
56,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Gammaproteobacteria,Proteobacteria,Pasteurellales,Bacteria,Pasteurellaceae,Haemophilus,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,parainfluenzae,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,27.0,0.0905432596,2.0,0.0067080329,2.0,0.0077805874,2.0,0.0127177922,1.0,0.0202511138
57,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,3,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,Erysipelotrichi,Firmicutes,Erysipelotrichales,Bacteria,Erysipelotrichaceae,cc_115,Bacteria,cc_115,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253Acc_115,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,510.0,1.7102615694,510.0,1.7105483817,510.0,1.9840497958,3.0,0.0190766883,,
58,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,Coriobacteriia,Actinobacteria,Coriobacteriales,Bacteria,Coriobacteriaceae,Atopobium,Bacteria,vaginae,Atopobium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AAtopobium%253Avaginae,vaginae,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,162.0,0.5432595573,162.0,0.5433506624,162.0,0.6302275822,4.0,0.0254355844,4.0,0.0810044552
59,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,8,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Betaproteobacteria,Proteobacteria,Burkholderiales,Bacteria,Alcaligenaceae,,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,410.0,1.3749161636,397.0,1.3315445246,382.0,1.4860922,,,,
60,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Rothia:mucilaginosa,2,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Rothia:mucilaginosa,Actinobacteria,Actinobacteria,Actinomycetales,Bacteria,Micrococcaceae,Rothia,Bacteria,mucilaginosa,Rothia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae%253ARothia%253Amucilaginosa,mucilaginosa,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,136.0,0.4560697518,8.0,0.0268321315,2.0,0.0077805874,2.0,0.0127177922,2.0,0.0405022276
61,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Clostridia,Firmicutes,Clostridiales,Bacteria,Peptostreptococcaceae,Clostridium,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,difficile,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,29.0,0.1128185178,152.0,0.9665522065,5.0,0.1012555691
62,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Bacteroidaceae,Bacteroides,Bacteria,coprosuis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acoprosuis,coprosuis,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,5118.0,19.9105232445,5078.0,32.2904743736,1.0,0.0202511138
63,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Porphyromonadaceae,Parabacteroides,Bacteria,gordonii,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Agordonii,gordonii,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,429.0,1.6689360047,395.0,2.5117639578,6.0,0.1215066829
64,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,9,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Clostridia,Firmicutes,Halanaerobiales,Bacteria,Halanaerobiaceae,,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,9.0,0.0301861479,9.0,0.0350126435,,,,
65,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,1714,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Clostridia,Firmicutes,Clostridiales,Bacteria,Ruminococcaceae,Ruminococcus,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,7549.0,29.367827271,2017.0,12.8258934249,,
66,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Marinilabiaceae,,Bacteria,Marinilabiaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,2.0,0.0077805874,,,,
67,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,31,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Ruminococcus,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,2017.0,12.8258934249,,
68,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,60,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Clostridia,Firmicutes,Clostridiales,Bacteria,Ruminococcaceae,Anaerofilum,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,7549.0,29.367827271,60.0,0.3815337657,,
69,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,144,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Roseburia,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,faecis,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,316.0,2.0094111662,144.0,2.9161603888
70,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,55,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Odoribacteraceae,Odoribacter,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,104.0,0.4045905466,55.0,0.3497392853,,
71,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:flexus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:flexus,Bacilli,Firmicutes,Bacillales,Bacteria,Bacillaceae,Bacillus,Bacteria,flexus,Bacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus%253Aflexus,flexus,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,55.0,0.1844399732,8.0,0.0268321315,3.0,0.0116708812,1.0,0.0063588961,1.0,0.0202511138
72,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardioidaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardioidaceae,Actinobacteria,Actinobacteria,Actinomycetales,Bacteria,Nocardioidaceae,,Bacteria,Nocardioidaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ANocardioidaceae,,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,136.0,0.4560697518,8.0,0.0268321315,1.0,0.0038902937,,,,
73,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,10,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Paraprevotellaceae,CF231,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,256.0,0.9959151916,10.0,0.063588961,,
74,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:infantis,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:infantis,Bacilli,Firmicutes,Lactobacillales,Bacteria,Streptococcaceae,Streptococcus,Bacteria,infantis,Streptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus%253Ainfantis,infantis,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,55.0,0.1844399732,43.0,0.1442227067,39.0,0.151721455,38.0,0.2416380516,1.0,0.0202511138
75,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Prevotellaceae,Prevotella,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,melaninogenica,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,397.0,1.5444466057,572.0,3.6372885667,3.0,0.0607533414
76,organisms,Bacteria:Tenericutes:Mollicutes:RF39,1,Bacteria:Tenericutes:Mollicutes:RF39,Mollicutes,Tenericutes,RF39,Bacteria,,,Bacteria,RF39,Mollicutes,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253ARF39,,MGYA00005327,29820.0,99.9966466584,1.0,0.0033533416,1.0,0.0033534541,1.0,0.0033540164,,,,,,
77,organisms,Bacteria:TM7:TM7-3,2,Bacteria:TM7:TM7-3,TM7-3,TM7,,Bacteria,,,Bacteria,TM7-3,TM7,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATM7%253ATM7-3,,MGYA00005327,29820.0,99.9966466584,2.0,0.0067066832,2.0,0.0067069081,,,,,,,,
