,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.genus,attributes.hierarchy.family,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
40,organisms,Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:Acetobacteraceae,18,Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:Acetobacteraceae,Alphaproteobacteria,Proteobacteria,Bacteria,Rhodospirillales,Bacteria,Acetobacteraceae,Rhodospirillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AAlphaproteobacteria%253ARhodospirillales%253AAcetobacteraceae,,Acetobacteraceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,393.0,0.9364054421,20.0,0.0476633064,18.0,0.0458528633,,,,
41,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,4,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Flavobacteriia,Bacteroidetes,Bacteria,Flavobacteriales,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,,Cryomorphaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,5.0,0.0119135552,5.0,0.0119158266,4.0,0.0101895252,,,,
42,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,Veillonella,Veillonellaceae,parvula,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,14.0,0.0442673749,4.0,0.0642363899
43,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,coprosuis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acoprosuis,Bacteroides,Bacteroidaceae,coprosuis,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,15732.0,40.0754024862,15620.0,49.3897426168,1.0,0.0160590975
44,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:ljungdahlii,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:ljungdahlii,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,ljungdahlii,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aljungdahlii,Clostridium,Clostridiaceae,ljungdahlii,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,271.0,0.6903403301,176.0,0.5565041422,2.0,0.032118195
45,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,8,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,,Peptostreptococcaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,12.0,0.0305685755,,,,
46,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Tissierellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae,,Tissierellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,3.0,0.0076421439,,,,
47,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,3,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderiales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales,,,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,,,,,,
48,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,87,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Dialister,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Dialister,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ADialister,Dialister,Veillonellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,87.0,0.2750901157,,
49,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Acidovorax,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Acidovorax,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Acidovorax,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AAcidovorax,Acidovorax,Comamonadaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,37.0,0.0942531078,1.0,0.0031619554,,
50,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenella,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Rikenella,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ARikenella,Rikenella,Rikenellaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,570.0,1.4520073365,1.0,0.0031619554,,
51,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,9,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parainfluenzae,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,parainfluenzae,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparainfluenzae,Haemophilus,Pasteurellaceae,parainfluenzae,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,25.0,0.0595677762,13.0,0.0309811492,13.0,0.0331159568,9.0,0.0284575982,9.0,0.1445318773
52,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,9,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:cc_115,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,cc_115,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253Acc_115,cc_115,Erysipelotrichaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,246.0,0.586146918,246.0,0.5862586688,246.0,0.6266557978,9.0,0.0284575982,,
53,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,vaginae,Atopobium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AAtopobium%253Avaginae,Atopobium,Coriobacteriaceae,vaginae,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,162.0,0.3859991899,162.0,0.3860727819,162.0,0.4126757693,4.0,0.0126478214,4.0,0.0642363899
54,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,9,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Alcaligenaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae,,Alcaligenaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,961.0,2.4480334216,,,,
55,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,Clostridium,Peptostreptococcaceae,difficile,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,12.0,0.0305685755,176.0,0.5565041422,4.0,0.0642363899
56,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Peptococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Peptococcus,Peptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253APeptococcus,Peptococcus,Peptococcaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,2.0,0.0050947626,2.0,0.0063239107,,
57,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Mogibacterium,Mogibacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae%253AMogibacterium,Mogibacterium,Mogibacteriaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,29.0,0.0738740575,1.0,0.0031619554,,
58,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,gordonii,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Agordonii,Parabacteroides,Porphyromonadaceae,gordonii,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,938.0,2.3894436519,799.0,2.5264023272,1.0,0.0160590975
59,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,3,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Clostridia,Firmicutes,Bacteria,Halanaerobiales,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,,Halanaerobiaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,3.0,0.007149496,3.0,0.0076421439,,,,
60,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardioidaceae:Friedmanniella,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardioidaceae:Friedmanniella,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Friedmanniella,Nocardioidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ANocardioidaceae%253AFriedmanniella,Friedmanniella,Nocardioidaceae,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,12.0,0.0285979838,1.0,0.0025473813,1.0,0.0031619554,,
61,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,1013,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,Ruminococcus,Ruminococcaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,6470.0,16.4815569594,1299.0,4.1073800038,,
62,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,14,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,Coprobacillus,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus,Coprobacillus,Erysipelotrichaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,246.0,0.586146918,246.0,0.5862586688,246.0,0.6266557978,20.0,0.0632391071,,
63,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,49,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,Ruminococcus,Lachnospiraceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,1299.0,4.1073800038,,
64,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paraprevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae,,Paraprevotellaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,231.0,0.5884450785,,,,
65,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas:hypermegale,18,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas:hypermegale,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,hypermegale,Megamonas,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegamonas%253Ahypermegale,Megamonas,Veillonellaceae,hypermegale,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,829.0,2.6212609878,18.0,0.2890637546
66,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,46,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerofilum,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Anaerofilum,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerofilum,Anaerofilum,Ruminococcaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,6470.0,16.4815569594,46.0,0.1454499462,,
67,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,180,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,Roseburia,Lachnospiraceae,faecis,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,639.0,2.0204894707,180.0,2.8906375462
68,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,207,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,Odoribacter,Odoribacteraceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,686.0,1.7475035663,207.0,0.6545247581,,
69,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,CandidatusAzobacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ACandidatusAzobacteroides,CandidatusAzobacteroides,Porphyromonadaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,938.0,2.3894436519,2.0,0.0063239107,,
70,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,1,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,Betaproteobacteria,Proteobacteria,Bacteria,Hydrogenophilales,Bacteria,Thiobacillus,Hydrogenophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AHydrogenophilales%253AHydrogenophilaceae%253AThiobacillus,Thiobacillus,Hydrogenophilaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1.0,0.0023831653,1.0,0.0025473813,1.0,0.0031619554,,
71,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:C39,2,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:C39,Betaproteobacteria,Proteobacteria,Bacteria,Rhodocyclales,Bacteria,C39,Rhodocyclaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae%253AC39,C39,Rhodocyclaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,6.0,0.0142989919,6.0,0.0152842878,2.0,0.0063239107,,
72,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,22,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,CF231,Paraprevotellaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,231.0,0.5884450785,22.0,0.0695630178,,
73,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,26,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,Prevotella,Prevotellaceae,melaninogenica,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,1884.0,4.7992663542,1913.0,6.0488205907,26.0,0.4175365344
74,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,49,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnobacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnobacterium,Lachnobacterium,Lachnospiraceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,49.0,0.1549358123,,
75,organisms,Bacteria:TM7:TM7-3,2,Bacteria:TM7:TM7-3,TM7-3,TM7,Bacteria,,Bacteria,TM7-3,TM7,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATM7%253ATM7-3,,,,MGYA00005319,41968.0,99.997617289,2.0,0.0047654221,2.0,0.0047654221,,,,,,,,
76,organisms,Bacteria:Firmicutes:Bacilli:Bacillales,2,Bacteria:Firmicutes:Bacilli:Bacillales,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Bacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales,,,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,35.0,0.0833948867,8.0,0.0190653226,,,,,,
77,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,4,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Actinomyces,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AActinomyces,Actinomyces,Actinomycetaceae,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,12.0,0.0285979838,4.0,0.0101895252,4.0,0.0126478214,,
78,organisms,Bacteria:Tenericutes:Mollicutes:Anaeroplasmatales:Anaeroplasmataceae:Anaeroplasma,1,Bacteria:Tenericutes:Mollicutes:Anaeroplasmatales:Anaeroplasmataceae:Anaeroplasma,Mollicutes,Tenericutes,Bacteria,Anaeroplasmatales,Bacteria,Anaeroplasma,Anaeroplasmataceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253AAnaeroplasmatales%253AAnaeroplasmataceae%253AAnaeroplasma,Anaeroplasma,Anaeroplasmataceae,,MGYA00005319,41968.0,99.997617289,6.0,0.0142962663,6.0,0.0142962663,2.0,0.0047663306,2.0,0.0050947626,1.0,0.0031619554,,
79,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Propionibacteriaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Propionibacteriaceae,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Propionibacteriaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253APropionibacteriaceae,,Propionibacteriaceae,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,12.0,0.0285979838,1.0,0.0025473813,,,,
