,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
40,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:difficile,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,difficile,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Adifficile,Peptostreptococcaceae,Clostridium,difficile,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,57.0,0.1733629368,15.0,0.0480122911,5.0,0.060132291
41,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprosuis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,coprosuis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acoprosuis,Bacteroidaceae,Bacteroides,coprosuis,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,1.0,0.0120264582
42,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:gordonii,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,gordonii,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Agordonii,Porphyromonadaceae,Parabacteroides,gordonii,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,2773.0,8.8758722233,5.0,0.060132291
43,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Oribacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Oribacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AOribacterium,Lachnospiraceae,Oribacterium,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,1.0,0.0032008194,,
44,organisms,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,5,Bacteria:Firmicutes:Clostridia:Halanaerobiales:Halanaerobiaceae,Clostridia,Firmicutes,Bacteria,Halanaerobiales,Bacteria,Halanaerobiaceae,Halanaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AHalanaerobiales%253AHalanaerobiaceae,Halanaerobiaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,5.0,0.015061602,5.0,0.0152072752,,,,
45,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Uliginosibacterium,1,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Uliginosibacterium,Betaproteobacteria,Proteobacteria,Bacteria,Rhodocyclales,Bacteria,Uliginosibacterium,Rhodocyclaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae%253AUliginosibacterium,Rhodocyclaceae,Uliginosibacterium,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,5.0,0.015061602,5.0,0.0152072752,1.0,0.0032008194,,
46,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,54,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus,Ruminococcaceae,Ruminococcus,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,237.0,0.7208248426,115.0,0.3680942321,,
47,organisms,Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:Rhodospirillaceae,4,Bacteria:Proteobacteria:Alphaproteobacteria:Rhodospirillales:Rhodospirillaceae,Alphaproteobacteria,Proteobacteria,Bacteria,Rhodospirillales,Bacteria,Rhodospirillaceae,Rhodospirillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AAlphaproteobacteria%253ARhodospirillales%253ARhodospirillaceae,Rhodospirillaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,4.0,0.012047467,4.0,0.0120492816,4.0,0.0121658201,,,,
48,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus,Lachnospiraceae,Ruminococcus,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,115.0,0.3680942321,,
49,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,7,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia:faecis,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,faecis,Roseburia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia%253Afaecis,Lachnospiraceae,Roseburia,faecis,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,92.0,0.2944753857,7.0,0.0841852075
50,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,7,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Odoribacter,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Odoribacter,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AOdoribacter,Odoribacteraceae,Odoribacter,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,11.0,0.0334560054,7.0,0.0224057359,,
51,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,1,Bacteria:Proteobacteria:Betaproteobacteria:Hydrogenophilales:Hydrogenophilaceae:Thiobacillus,Betaproteobacteria,Proteobacteria,Bacteria,Hydrogenophilales,Bacteria,Thiobacillus,Hydrogenophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AHydrogenophilales%253AHydrogenophilaceae%253AThiobacillus,Hydrogenophilaceae,Thiobacillus,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,1.0,0.0030123204,1.0,0.003041455,1.0,0.0032008194,,
52,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,Paraprevotellaceae,CF231,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,132.0,0.4014720642,9.0,0.0288073747,,
53,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:melaninogenica,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,melaninogenica,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Amelaninogenica,Prevotellaceae,Prevotella,melaninogenica,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,5025.0,15.2833115362,5038.0,16.1257281864,9.0,0.1082381239
54,organisms,Bacteria:Tenericutes:Mollicutes:RF39,2,Bacteria:Tenericutes:Mollicutes:RF39,Mollicutes,Tenericutes,Bacteria,RF39,Bacteria,RF39,Mollicutes,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253ARF39,,,,MGYA00005318,33202.0,100.0,2.0,0.0060237335,2.0,0.0060237335,2.0,0.0060246408,,,,,,
55,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,51,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Peptostreptococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae,Peptostreptococcaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,57.0,0.1733629368,,,,
56,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,6,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Methylibium,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Methylibium,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AMethylibium,Comamonadaceae,Methylibium,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,90.0,0.2737309529,6.0,0.0192049165,,
57,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Porphyromonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APorphyromonas,Porphyromonadaceae,Porphyromonas,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,6.0,0.0192049165,,
58,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,Erwinia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AErwinia,Enterobacteriaceae,Erwinia,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,9.0,0.0271108835,9.0,0.0273730953,1.0,0.0032008194,,
59,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Rikenellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae,Rikenellaceae,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,68.0,0.2068189422,,,,
60,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus:parahaemolyticus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus:parahaemolyticus,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,parahaemolyticus,Actinobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AActinobacillus%253Aparahaemolyticus,Pasteurellaceae,Actinobacillus,parahaemolyticus,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,47.0,0.1415790583,47.0,0.1429483865,1.0,0.0032008194,1.0,0.0120264582
61,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,12,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Barnesiellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABarnesiellaceae,Barnesiellaceae,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,12.0,0.0364974604,,,,
62,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Megasphaera,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegasphaera,Veillonellaceae,Megasphaera,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,552.0,1.6788831777,2.0,0.0064016388,,
63,organisms,Unusigned,2446,Unusigned,,,,,,Unusigned,,,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Unusigned,,,,MGYA00005318,,,,,,,,,,,,,,
64,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,36,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Oxalobacteraceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae,Oxalobacteraceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,37.0,0.1125338362,,,,
65,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Bulleidia,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Bulleidia,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,Bulleidia,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ABulleidia,Erysipelotrichaceae,Bulleidia,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,11.0,0.0331305343,11.0,0.0331355243,11.0,0.0334560054,2.0,0.0064016388,,
66,organisms,Bacteria:Firmicutes:Clostridia:Natranaerobiales:Anaerobrancaceae,6,Bacteria:Firmicutes:Clostridia:Natranaerobiales:Anaerobrancaceae,Clostridia,Firmicutes,Bacteria,Natranaerobiales,Bacteria,Anaerobrancaceae,Natranaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253ANatranaerobiales%253AAnaerobrancaceae,Anaerobrancaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,6.0,0.0180739223,6.0,0.0182487302,,,,
67,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,Bifidobacterium,Bifidobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium,Bifidobacteriaceae,Bifidobacterium,,MGYA00005318,33202.0,100.0,23.0,0.0692729354,2.0,0.0060237335,2.0,0.0060246408,2.0,0.0060829101,2.0,0.0064016388,,
68,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:perfringens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:perfringens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,perfringens,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aperfringens,Clostridiaceae,Clostridium,perfringens,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,157.0,0.47750844,15.0,0.0480122911,1.0,0.0120264582
69,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,17,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,fragilis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Afragilis,Bacteroidaceae,Bacteroides,fragilis,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,17.0,0.2044497895
70,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,Citrobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACitrobacter,Enterobacteriaceae,Citrobacter,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,9.0,0.0271108835,9.0,0.0273730953,1.0,0.0032008194,,
71,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,19,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,plebeius,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aplebeius,Bacteroidaceae,Bacteroides,plebeius,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,19.0,0.228502706
72,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,394,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnospira,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira,Lachnospiraceae,Lachnospira,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,399.0,1.2771269445,,
73,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,15,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Oscillospira,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira,Ruminococcaceae,Oscillospira,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,237.0,0.7208248426,15.0,0.0480122911,,
74,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,11,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,SB-1,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ASB-1,SB-1,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,11.0,0.0334560054,,,,
75,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,45,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,producta,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aproducta,Lachnospiraceae,Blautia,producta,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,266.0,0.851417963,45.0,0.5411906194
76,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Aggregatibacter,3,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Aggregatibacter,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,Aggregatibacter,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AAggregatibacter,Pasteurellaceae,Aggregatibacter,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,47.0,0.1415790583,47.0,0.1429483865,3.0,0.0096024582,,
77,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,289,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Veillonella,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella,Veillonellaceae,Veillonella,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,552.0,1.6788831777,343.0,1.0978810576,,
78,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,2,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,Lactococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253ALactococcus,Streptococcaceae,Lactococcus,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,16.0,0.0481898681,10.0,0.0301232039,10.0,0.0304145503,2.0,0.0064016388,,
79,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,13,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,aerofaciens,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Aaerofaciens,Coriobacteriaceae,Collinsella,aerofaciens,MGYA00005318,33202.0,100.0,23.0,0.0692729354,20.0,0.0602373351,20.0,0.0602464078,20.0,0.0608291006,16.0,0.0512131106,13.0,0.1563439567
